,area,living,layout,floor,allfloor,price
1,9.1,"depart,advstore",1房1廳1衛,9,9,"32,000"
2,46.3,"advstore,market,park",4房2廳2衛,2,14,"57,000"
3,58.7,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,8,19,"65,000"
4,27.4,"depart,advstore,market,park,hospital",1房1廳1衛,6,7,"49,999"
5,56.9,"depart,advstore,market,night,park,school,hospital",3房2廳3衛,14,23,"210,000"
6,80.0,"depart,advstore,market,night,park,school,hospital",2房2廳2衛,13,14,"219,999"
7,28.7,"depart,advstore,market,night,park,school,hospital",2房2廳1衛,6,12,"47,999"
8,16.6,"depart,advstore,market,night,park,school,hospital",2房2廳1衛,6,9,"41,999"
9,46.3,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,2,14,"65,000"
10,39.3,,3房2廳2衛,3,7,"38,000"
11,32.4,"depart,advstore,market,night,park,school,hospital",1房2廳1衛,16,17,"45,000"
12,35.0,,3房2廳2衛,5,12,"63,000"
13,174.0,"depart,advstore,market,park,school,hospital",5房3廳5衛,16,28,"328,000"
14,43.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,10,14,"48,999"
15,28.7,"depart,advstore,market,night,park,school,hospital",1房2廳1衛,6,12,"45,000"
16,43.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,10,14,"49,000"
17,24.9,"depart,advstore,market,night,park,school,hospital",2房2廳2衛,8,9,"50,000"
18,46.9,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,1,6,"85,000"
19,38.3,"depart,advstore,market,night,park,school,hospital",3房2廳3衛,1,7,"78,000"
20,60.8,"depart,advstore,market,night,park,school,hospital",2房2廳2衛,7,9,"90,000"
21,31.5,,2房2廳1衛,10,15,"37,000"
22,43.9,"depart,advstore,market,park,school,hospital",3房2廳2衛,12,13,"44,000"
23,30.7,"depart,advstore,market,night,park,school,hospital",3房1廳2衛,2,5,"35,000"
24,60.0,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,5,6,"79,999"
25,51.5,,4房3廳2衛,8,16,"68,000"
26,51.5,,4房3廳2衛,8,16,"68,000"
27,31.0,,2房2廳1衛,11,14,"73,000"
28,41.6,"depart,advstore,night,park,school",3房2廳2衛,7,12,"49,999"
29,20.8,,2房2廳1衛,5,11,"44,999"
0,50.4,"advstore,market,night,park,school",3房2廳2衛,1,6,"80,000"
1,28.0,,1房1廳1衛,6,12,"45,000"
2,45.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,7,18,"69,000"
3,40.0,"depart,advstore,market,night,park,school,hospital",3房2廳3衛,1,5,"45,000"
4,58.0,,3房2廳2衛,1,21,"168,000"
5,41.3,"depart,advstore,market,park,school,hospital",3房2廳2衛,5,7,"68,000"
6,35.0,"depart,advstore,park,school,hospital",1房2廳2衛,11,15,"56,000"
7,93.2,"depart,advstore,park,school,hospital",4房2廳2衛,8,14,"350,000"
8,22.0,,1房1廳1衛,10,14,"38,000"
9,60.7,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,6,18,"128,000"
10,71.3,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,10,13,"120,000"
11,16.6,"depart,advstore,market,night,park,school,hospital",2房2廳1衛,6,9,"42,000"
12,173.0,"depart,advstore,market,park,school,hospital",5房3廳5衛,16,28,"350,000"
13,45.6,"depart,advstore,park,school",4房2廳2衛,2,7,"55,000"
14,30.7,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,2,5,"35,000"
15,58.2,"advstore,market,night,park,school,hospital",4房2廳2衛,2,14,"57,000"
16,13.0,"depart,advstore,market,night,park,school,hospital",1房1廳1衛,2,9,"30,000"
17,51.6,,4房2廳2衛,7,7,"40,000"
18,30.0,"advstore,market,night,park",3房2廳2衛,2,7,"45,000"
19,28.4,"depart,advstore,market,park",2房1廳2衛,10,15,"60,000"
20,18.8,"depart,advstore,market,night,park,school,hospital",開放式格局,7,12,"38,000"
21,41.6,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,7,12,"49,999"
22,43.1,"depart,advstore,market,night,park,school,hospital",2房2廳2衛,12,14,"39,800"
23,36.9,,2房1廳1衛,2,9,"65,000"
24,77.0,"depart,advstore,market,night,park,school,hospital",4房2廳3衛,3,13,"100,000"
25,38.3,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,11,17,"50,000"
26,64.6,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,5,5,"150,000"
27,46.9,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,1,6,"85,000"
28,70.6,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,2,10,"60,000"
29,33.4,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,13,14,"41,000"
0,30.7,"depart,advstore,market,night,park,school,hospital",2房1廳1衛,7,14,"50,000"
1,40.6,,2房2廳2衛,2,12,"42,000"
2,43.3,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,2,7,"65,000"
3,20.7,,1房1廳1衛,2,14,"35,000"
4,21.4,"advstore,market,night,park,school,hospital",1房1廳1衛,2,38,"53,000"
5,58.9,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,13,14,"80,000"
6,43.3,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,2,7,"65,000"
7,43.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,10,14,"49,000"
8,32.3,"depart,advstore,market,night,park,school,hospital",1房2廳1衛,16,17,"45,000"
9,38.3,"depart,advstore,market,night,park,school,hospital",3房2廳3衛,1,7,"78,000"
10,41.5,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,9,14,"56,000"
11,22.3,,2房2廳1衛,11,14,"45,000"
12,24.9,"depart,advstore,market,night,park,school,hospital",2房2廳2衛,8,9,"50,000"
13,21.4,"depart,advstore,market,night,park,school,hospital",1房1廳1衛,2,38,"52,999"
14,68.4,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,13,15,"130,000"
15,68.4,,4房2廳2衛,13,15,"130,000"
16,40.6,,2房2廳2衛,2,12,"42,000"
17,36.1,,3房2廳1衛,7,7,"38,000"
18,53.6,,7房3廳4衛,1,5,"90,000"
19,44.4,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,7,18,"69,000"
20,47.8,"depart,advstore,school",3房2廳2衛,6,10,"86,000"
21,47.8,"depart,advstore,school",3房2廳2衛,6,10,"86,000"
22,45.1,"depart,advstore,market,park,school,hospital",3房2廳2衛,6,6,"48,000"
23,72.0,"advstore,market,park,school",2房2廳3衛,6,7,"86,900"
24,45.8,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,5,12,"48,000"
25,41.5,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,9,14,"55,500"
26,12.4,,1房1廳1衛,10,13,"29,000"
27,23.7,,2房2廳1衛,1,5,"38,000"
28,23.8,,2房2廳1衛,11,14,"32,399"
29,47.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,3,17,"58,000"
0,43.1,"depart,advstore,market,night,park,school,hospital",2房2廳2衛,12,14,"39,800"
1,25.8,"depart,advstore,night,park",1房2廳1衛,13,14,"39,000"
2,54.6,"depart,advstore,night,park,school",3房2廳2衛,13,14,"85,000"
3,41.6,"depart,advstore,night,park,school,hospital",1房2廳2衛,13,13,"75,000"
4,47.8,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,6,10,"86,000"
5,16.6,"depart,advstore,market,night,park,school,hospital",2房2廳1衛,6,9,"42,000"
6,62.8,,4房2廳2衛,12,14,"90,000"
7,42.4,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,5,6,"58,000"
8,46.5,"depart,advstore,market,night,park,school,hospital",2房2廳1衛,6,6,"64,500"
9,47.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,3,17,"57,800"
10,69.8,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,11,25,"90,000"
11,72.0,"depart,advstore,market,night,park,school,hospital",2房2廳4衛,6,7,"86,000"
12,71.5,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,5,12,"115,000"
13,37.8,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,10,13,"60,000"
14,52.0,"depart,advstore,market,night,park,school,hospital",2房2廳2衛,4,12,"78,000"
15,25.7,"depart,advstore,market,night,park,school,hospital",2房2廳2衛,8,9,"50,000"
16,79.9,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,8,13,"190,000"
17,43.3,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,2,7,"65,000"
18,77.6,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,2,13,"168,000"
19,45.8,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,5,12,"49,000"
20,44.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,1,7,"50,000"
21,57.0,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,8,12,"95,000"
22,35.3,,3房2廳2衛,3,5,"42,000"
23,65.7,"depart,advstore,market,park,school,hospital",3房2廳2衛,7,8,"120,000"
24,87.1,"advstore,market,night,park,school,hospital",3房2廳3衛,1,6,"80,000"
25,72.0,"depart,advstore,market,park,school,hospital",2房2廳3衛,6,7,"86,999"
26,44.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,7,18,"68,000"
27,75.0,"depart,advstore,market,park,school,hospital",4房2廳2衛,5,12,"148,000"
28,69.8,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,11,25,"90,000"
29,43.3,"depart,advstore,market,park,school,hospital",4房2廳2衛,2,7,"65,000"
0,16.2,"depart,advstore,market,park,school,hospital",2房2廳1衛,10,12,"48,000"
1,65.3,"depart,advstore,market,park,school,hospital",3房2廳2衛,3,14,"110,000"
2,62.2,"depart,advstore,market,park,school,hospital",4房2廳2衛,2,14,"70,000"
3,23.8,,2房2廳1衛,11,14,"35,000"
4,19.2,"depart,advstore,market,night,park,school,hospital",2房1廳1衛,4,14,"36,000"
5,77.6,,3房2廳2衛,2,13,"169,999"
6,25.0,"advstore,park,school,hospital",2房2廳2衛,1,4,"50,000"
7,17.2,"depart,advstore,market,night,park,school,hospital",2房2廳1衛,3,12,"32,000"
8,118.0,"depart,advstore,market,night,park,school,hospital",6房3廳4衛,15,19,"134,999"
9,62.2,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,2,14,"82,000"
10,15.0,"depart,advstore,market,night,park,school,hospital",2房1廳1衛,3,4,"27,500"
11,13.0,"depart,advstore,market,night,park,school,hospital",2房1廳1衛,2,9,"30,000"
12,38.8,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,4,7,"53,000"
13,38.3,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,11,17,"50,000"
14,25.0,,2房2廳2衛,8,9,"50,000"
15,45.8,,3房2廳2衛,5,12,"49,000"
16,53.1,,4房2廳2衛,2,14,"90,000"
17,38.3,"depart,advstore,market,park,school",3房2廳2衛,2,10,"40,000"
18,21.0,,2房1廳1衛,8,11,"39,999"
19,69.8,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,11,25,"90,000"
20,36.0,"park,school",2房2廳2衛,6,7,"45,000"
21,86.5,"advstore,market,school,hospital",3房2廳2衛,5,7,"84,000"
22,33.7,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,5,12,"65,000"
23,20.0,"advstore,market,night,park",2房1廳1衛,2,7,"38,000"
24,47.8,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,6,10,"86,000"
25,37.0,"advstore,market,night,park,school,hospital",1房1廳1衛,3,38,"43,000"
26,74.7,,3房2廳2衛,5,6,"78,000"
27,51.0,,4房2廳2衛,12,14,"90,000"
28,36.0,,3房2廳2衛,5,5,"40,000"
29,16.6,"depart,advstore,market,night,park,school,hospital",2房2廳1衛,6,9,"42,000"
0,28.2,"depart,advstore,market,night,park,school,hospital",3房2廳1衛,2,25,"42,000"
1,17.0,"depart,advstore,market,school,hospital",2房1廳1衛,9,12,"35,000"
2,118.0,"depart,advstore,park,school,hospital",6房3廳3衛,15,19,"150,000"
3,42.0,,4房2廳2衛,7,12,"50,000"
4,37.5,"advstore,market,night,park,school,hospital",3房2廳2衛,3,7,"33,000"
5,46.0,"advstore,park,school,hospital",4房2廳2衛,6,7,"42,000"
6,47.0,,3房2廳2衛,3,17,"58,000"
7,19.7,"depart,advstore,market,park,school,hospital",2房1廳1衛,7,11,"40,000"
8,19.2,"depart,advstore,market,night,park,school,hospital",2房2廳1衛,4,14,"35,999"
9,48.0,,4房2廳2衛,4,5,"38,000"
10,37.8,,3房2廳2衛,10,13,"63,999"
11,65.9,"depart,advstore,market,park,school,hospital",3房2廳2衛,17,19,"80,000"
12,34.5,,2房2廳2衛,5,5,"32,000"
13,51.6,"advstore,market,night,park,school,hospital",4房2廳2衛,11,12,"63,500"
14,48.0,"depart,advstore,market,park,school,hospital",3房3廳2衛,4,5,"65,000"
15,80.9,,3房2廳3衛,15,19,"120,000"
16,60.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,4,15,"58,000"
17,30.0,"advstore,market,night,park,school,hospital",3房2廳1衛,2,4,"40,000"
18,41.2,"depart,advstore,park,school,hospital",3房2廳2衛,10,14,"49,800"
19,87.0,"depart,advstore,market,night,park,school,hospital",4房2廳3衛,5,11,"125,000"
20,55.0,,3房2廳2衛,2,24,"58,000"
21,41.0,,3房2廳2衛,9,14,"56,000"
22,23.7,"depart,advstore,market,park,school,hospital",3房2廳1衛,17,17,"35,000"
23,41.0,"depart,advstore,market,park,hospital",3房2廳2衛,5,7,"68,000"
24,23.8,"advstore,market,night,park,school",1房2廳2衛,13,13,"75,000"
25,64.8,,5房2廳2衛,4,7,"85,000"
26,24.9,"depart,advstore,market,night,park,school,hospital",2房1廳1衛,10,14,"41,000"
27,28.2,,3房2廳1衛,2,25,"48,000"
28,50.7,"depart,advstore,market,park,school,hospital",4房2廳2衛,9,16,"58,000"
29,52.0,"depart,advstore,hospital",4房2廳2衛,7,12,"62,000"
0,44.4,,3房2廳2衛,12,25,"78,000"
1,72.0,"depart,advstore,market,night,park,school,hospital",2房2廳3衛,6,7,"88,000"
2,53.1,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,2,14,"90,000"
3,36.9,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,7,13,"60,000"
4,36.9,"advstore,market,park,school",3房2廳2衛,4,13,"42,000"
5,27.9,,2房2廳2衛,6,7,"43,000"
6,18.6,"depart,advstore",1房1廳1衛,9,9,"43,000"
7,49.4,"advstore,park,school,hospital",4房2廳2衛,4,16,"59,000"
8,35.3,"advstore,park,school",2房2廳1衛,2,6,"58,000"
9,35.0,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,11,12,"14,813"
10,48.0,,3房2廳2衛,8,12,"80,000"
11,70.0,"advstore,night,school",3房2廳2衛,2,10,"62,000"
12,47.0,"depart,advstore,school",3房2廳2衛,6,10,"86,000"
13,41.0,"advstore,night",3房2廳2衛,9,14,"56,000"
14,41.0,,3房2廳2衛,5,7,"68,000"
15,32.0,"advstore,night,park,school",3房2廳2衛,2,7,"68,000"
16,34.0,,2房2廳1衛,3,19,"55,000"
17,22.0,"depart,advstore,night",1房1廳2衛,4,4,"42,000"
18,22.0,,1房2廳1衛,3,9,"42,000"
19,10.0,"advstore,park,school",1房1廳1衛,11,12,"28,000"
20,17.0,,2房1廳1衛,3,8,"45,000"
21,79.0,"depart,advstore,market,park,school,hospital",3房2廳2衛,17,19,"75,000"
22,17.1,"depart,market,park",1房1廳1衛,2,4,"23,000"
23,28.7,"advstore,market,park,school,hospital",2房2廳1衛,6,12,"45,000"
24,52.8,,4房2廳2衛,5,6,"80,000"
25,87.0,,5房2廳4衛,1,16,"180,000"
26,41.6,,4房2廳2衛,7,12,"50,000"
27,77.0,"depart,advstore,market,night,park,school,hospital",4房2廳3衛,3,13,"100,000"
28,17.0,,2房1廳1衛,2,4,"19,000"
29,106.9,"depart,advstore,market,park,school,hospital",4房2廳3衛,5,13,"246,000"
0,136.3,"advstore,market,park,hospital",5房2廳4衛,4,6,"180,000"
1,37.4,"depart,advstore,market,park,hospital",2房2廳2衛,4,7,"52,000"
2,42.6,"depart,advstore",4房2廳2衛,6,7,"50,000"
3,52.2,"depart,advstore,market,night,park,school",4房2廳2衛,2,7,"69,000"
4,62.4,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,10,12,"120,000"
5,30.0,,2房2廳2衛,6,6,"58,000"
6,25.0,"park,school",2房2廳1衛,4,6,"3,000"
7,20.0,"advstore,night,park,school",2房2廳1衛,7,7,"40,000"
8,28.0,,2房2廳1衛,6,12,"45,000"
9,11.0,"depart,advstore,market,night,park,school,hospital",1房1廳1衛,6,14,"25,000"
10,47.8,"depart,advstore,market,school,hospital",4房2廳2衛,4,10,"62,990"
11,24.2,"depart,advstore,market,night,park,school,hospital",3房2廳1衛,4,9,"45,000"
12,75.0,"depart,advstore,market,park,school,hospital",3房2廳2衛,5,12,"149,999"
13,28.1,,3房2廳1衛,2,25,"48,000"
14,43.5,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,5,5,"37,000"
15,20.0,"depart,advstore,park,school,hospital",2房2廳1衛,6,9,"42,000"
16,48.0,"depart,advstore,park,school",3房3廳2衛,4,5,"65,000"
17,36.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,3,5,"42,000"
18,48.1,"depart,advstore,market,night,park,school",3房2廳3衛,7,15,"60,000"
19,85.4,"advstore,market,park,hospital",6房3廳3衛,9,9,"120,000"
20,56.0,"depart,advstore,market,park,school,hospital",4房2廳2衛,10,12,"68,000"
21,37.0,"depart,advstore,market,park,school,hospital",3房2廳2衛,10,11,"55,000"
22,46.9,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,1,6,"85,000"
23,89.4,"depart,advstore,market,night,park,school,hospital",3房2廳3衛,9,10,"80,000"
24,60.4,,4房2廳2衛,5,6,"80,000"
25,45.1,"advstore,market,park,school",3房2廳2衛,6,6,"48,000"
26,44.8,"depart,advstore,market,park,school,hospital",3房2廳2衛,3,12,"63,000"
27,136.3,"depart,advstore,market,park,school,hospital",6房2廳4衛,4,6,"160,000"
28,38.5,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,10,14,"49,000"
29,36.2,"advstore,market,park,school,hospital",3房2廳1衛,9,12,"42,000"
0,77.0,"depart,advstore,school",4房2廳3衛,3,13,"100,000"
1,19.6,"advstore,park",2房1廳1衛,7,7,"46,000"
2,29.1,"advstore,school",3房2廳2衛,9,14,"80,000"
3,36.9,,3房2廳2衛,4,13,"42,000"
4,23.5,,2房1廳1衛,12,14,"42,000"
5,22.6,,2房1廳1衛,6,14,"60,000"
6,36.5,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,3,7,"45,000"
7,18.0,"depart,advstore,market,night,park,school,hospital",2房1廳1衛,3,7,"36,500"
8,28.0,,2房1廳1衛,6,12,"45,000"
9,174.0,"depart,advstore,market,night,park,school,hospital",5房3廳5衛,16,28,"328,000"
10,41.9,"depart,advstore,market,park",1房1廳1衛,3,7,"49,800"
11,20.0,"advstore,market,park,school",2房1廳1衛,3,4,"26,000"
12,16.2,"depart,advstore,market,park,school",2房1廳1衛,10,12,"48,000"
13,34.0,"advstore,market,park,school,hospital",3房2廳2衛,3,7,"33,000"
14,48.0,"depart,advstore,market,night,park,school,hospital",3房1廳2衛,1,7,"80,000"
15,47.8,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,6,10,"86,000"
16,35.0,,3房2廳2衛,5,12,"63,000"
17,60.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,7,15,"62,000"
18,23.6,"advstore,market,park,school,hospital",2房2廳2衛,5,7,"28,000"
19,25.0,"depart,advstore,market,night,park,school,hospital",2房0廳1衛,10,11,"39,799"
20,68.4,"advstore,park,school",4房2廳2衛,13,15,"130,000"
21,48.0,"advstore,park,school",3房3廳2衛,4,5,"65,000"
22,36.9,"depart,advstore,market,night,park,school",2房1廳1衛,2,6,"65,000"
23,28.0,"advstore,market,park,school",1房2廳1衛,9,13,"39,000"
24,34.6,"depart,advstore,market,park,school,hospital",3房2廳1衛,4,4,"36,000"
25,35.9,"depart,advstore,market,night,park,school,hospital",1房2廳1衛,16,17,"45,800"
26,13.0,"depart,advstore,market,night,park,school,hospital",2房1廳1衛,10,11,"39,999"
27,59.5,"depart,advstore,night,park,school,hospital",4房2廳2衛,12,17,"100,000"
28,18.0,,1房1廳1衛,9,12,"23,000"
29,51.0,"advstore,market,night,park,school,hospital",4房2廳2衛,11,12,"63,500"
0,48.0,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,7,7,"45,000"
1,27.0,"depart,advstore,park,school,hospital",2房2廳2衛,2,4,"40,000"
2,77.9,"advstore,park,school",4房2廳2衛,5,7,"115,000"
3,70.0,,4房2廳3衛,13,22,"100,000"
4,22.6,"depart,advstore,market,night,park,school,hospital",1房1廳1衛,3,9,"42,000"
5,71.3,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,10,13,"120,000"
6,62.4,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,10,14,"120,000"
7,12.6,"advstore,market,park,school",1房1廳1衛,5,5,"25,000"
8,47.8,,4房2廳2衛,4,10,"62,999"
9,112.6,"depart,advstore,market,night,park,school,hospital",4房2廳3衛,2,13,"280,000"
10,43.0,"depart,advstore,market,park,school,hospital",3房2廳2衛,13,14,"108,000"
11,47.5,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,8,14,"70,000"
12,41.6,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,7,12,"50,000"
13,12.0,"depart,advstore,market,night,park,school,hospital",1房1廳1衛,8,9,"29,799"
14,45.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,9,14,"62,000"
15,16.2,"depart,advstore,market,park,school,hospital",2房2廳1衛,10,12,"48,000"
16,18.0,"depart,advstore,market,park,school,hospital",1房1廳1衛,2,5,"26,000"
17,68.4,,4房2廳2衛,13,15,"130,000"
18,16.6,"depart,advstore,market,night,park,school,hospital",2房2廳1衛,6,9,"42,000"
19,38.4,"depart,advstore,market,park,school,hospital",3房2廳2衛,5,5,"40,000"
20,10.1,,1房1廳1衛,11,12,"28,000"
21,80.9,,3房2廳3衛,15,19,"120,000"
22,27.7,,3房2廳1衛,2,12,"48,000"
23,26.0,"advstore,market,night,park,school,hospital",3房2廳2衛,3,5,"36,000"
24,79.6,,4房3廳3衛,2,5,"80,000"
25,20.0,"depart,advstore,market,night,park,school,hospital",2房2廳2衛,2,7,"50,000"
26,14.0,,2房1廳1衛,5,12,"42,000"
27,52.0,"depart,advstore,park,hospital",2房2廳2衛,4,12,"78,000"
28,4.0,"depart,advstore,market,night,school,hospital",1房0廳0衛,5,5,"7,000"
29,64.8,"depart,advstore,market,night,park,school,hospital",5房2廳2衛,4,7,"85,000"
0,20.0,"depart,advstore,market,night,park,school,hospital",2房2廳1衛,2,4,"18,000"
1,30.0,"advstore,market,night,park,school,hospital",3房2廳2衛,12,12,"36,000"
2,42.0,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,6,7,"50,000"
3,30.0,"advstore,market,night,park,school,hospital",3房2廳2衛,12,12,"36,000"
4,24.0,,2房2廳1衛,8,14,"42,000"
5,57.2,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,5,6,"66,000"
6,118.0,"depart,advstore,market,night,park,school,hospital",6房3廳3衛,15,19,"150,000"
7,28.0,"depart,advstore,market,night,park,school,hospital",3房2廳1衛,2,25,"48,000"
8,16.0,"depart,advstore,market,night,school,hospital",1房1廳1衛,14,14,"28,000"
9,77.6,,3房2廳2衛,2,13,"168,888"
10,36.0,,3房2廳2衛,2,11,"53,000"
11,20.0,,2房2廳1衛,4,14,"38,000"
12,71.0,"depart,advstore,market,park,school",5房3廳4衛,1,16,"180,000"
13,30.7,"advstore,market,park,school",3房1廳2衛,2,5,"35,000"
14,57.6,"advstore,night,park,school,hospital",4房2廳2衛,5,6,"68,000"
15,28.8,"advstore,park,school",4房2廳1衛,4,4,"35,000"
16,44.0,"advstore,market,night,park,school,hospital",3房2廳3衛,5,5,"48,000"
17,30.0,"advstore,night,park,school,hospital",4房2廳2衛,2,4,"60,000"
18,65.0,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,2,14,"90,000"
19,43.6,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,10,12,"42,000"
20,21.5,"advstore,market,park,school,hospital",2房1廳1衛,8,12,"42,000"
21,43.7,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,5,7,"51,999"
22,29.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,6,7,"38,000"
23,72.0,,2房2廳3衛,6,7,"88,000"
24,66.0,"depart,advstore,park,school,hospital",4房2廳2衛,5,12,"148,000"
25,66.0,"depart,advstore,park,school,hospital",4房2廳2衛,5,12,"148,000"
26,23.0,"advstore,night,park,school",3房1廳1衛,2,4,"38,000"
27,33.2,"depart,advstore,market,night,park,school,hospital",1房1廳1衛,4,11,"42,000"
28,36.0,"depart,advstore,market,park,school,hospital",2房2廳2衛,4,7,"68,000"
29,39.5,"advstore,market,night,park,school,hospital",2房1廳1衛,7,12,"75,000"
0,39.2,"advstore,market,park,school,hospital",3房2廳2衛,4,4,"36,000"
1,36.1,"advstore,market,park,school,hospital",3房2廳1衛,7,7,"38,000"
2,26.0,,2房2廳2衛,5,5,"33,000"
3,28.4,"depart,advstore,market,park,school,hospital",3房2廳2衛,2,5,"33,000"
4,38.0,"advstore,market,school",3房2廳2衛,5,6,"38,000"
5,50.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,1,7,"45,000"
6,66.0,"depart,advstore,market,park,school,hospital",3房2廳2衛,3,15,"120,000"
7,10.0,,1房2廳1衛,5,5,"28,000"
8,65.3,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,3,14,"110,000"
9,55.0,"depart,advstore,market,night,park,school,hospital",3房2廳2衛,2,7,"58,000"
10,21.9,"depart,advstore,market,night,park,school,hospital",2房1廳1衛,10,11,"45,000"
11,33.0,"depart,advstore,market,park,school,hospital",2房2廳2衛,7,7,"46,999"
12,9.1,"depart,advstore,market,park,school,hospital",2房1廳1衛,9,9,"32,000"
13,10.8,"depart,advstore,market,park,school,hospital",開放式格局,3,11,"34,000"
14,41.0,"depart,advstore,market,night,park,school,hospital",1房2廳2衛,13,13,"75,000"
15,25.0,"advstore,market,park,school",2房2廳2衛,14,14,"40,000"
16,49.8,"advstore,market,park,school",4房2廳2衛,9,18,"138,000"
17,17.6,,2房1廳1衛,6,7,"50,000"
18,61.3,"advstore,park,school",5房2廳3衛,7,21,"75,000"
19,34.0,,3房2廳2衛,2,14,"45,000"
20,50.0,"depart,advstore,market,park,school,hospital",3房2廳2衛,7,7,"39,000"
21,65.0,"depart,advstore,market,night,park,school,hospital",4房2廳2衛,2,7,"75,000"
22,18.0,"depart,advstore,market,night,park,school,hospital",2房2廳1衛,100,5,"48,000"
23,23.0,,2房2廳1衛,10,19,"36,000"
24,14.0,,1房0廳1衛,5,7,"26,000"
25,80.9,"depart,advstore,market,night,park,hospital",4房2廳3衛,13,15,"128,000"
26,28.0,"depart,advstore,park,school,hospital",2房1廳1衛,100,5,"25,000"
