Date,Open,High,Low,Close,Adj Close,Volume
2013-03-04,104.500000,104.500000,101.500000,102.000000,87.578972,50033000
2013-03-05,103.500000,104.000000,102.500000,104.000000,89.296204,53913000
2013-03-06,104.000000,104.500000,103.000000,104.000000,89.296204,35977000
2013-03-07,103.500000,104.000000,103.000000,103.000000,88.437592,20518000
2013-03-08,103.000000,104.500000,102.000000,103.500000,88.866898,44571000
2013-03-11,102.000000,104.000000,102.000000,102.000000,87.578972,35709000
2013-03-12,102.000000,103.000000,101.500000,102.500000,88.008278,29992000
2013-03-13,102.500000,105.000000,102.000000,104.500000,89.725517,57399000
2013-03-14,104.000000,104.500000,103.000000,104.000000,89.296204,32329000
2013-03-15,105.000000,105.000000,103.000000,103.000000,88.437592,34424000
2013-03-18,102.000000,102.000000,100.500000,100.500000,86.291039,43902000
2013-03-19,101.000000,101.500000,99.599998,100.000000,85.861732,47215000
2013-03-20,99.500000,99.500000,98.800003,98.800003,84.831398,61605000
2013-03-21,98.800003,100.500000,98.699997,98.699997,84.745529,56415000
2013-03-22,98.599998,99.099998,98.000000,98.000000,84.144501,44822000
2013-03-25,99.900002,100.500000,99.199997,99.500000,85.432419,24203000
2013-03-26,99.199997,99.400002,98.800003,99.000000,85.003120,27183000
2013-03-27,99.000000,100.500000,98.800003,100.500000,86.291039,25674000
2013-03-28,100.000000,100.500000,99.300003,100.000000,85.861732,27872000
2013-03-29,100.000000,101.000000,99.800003,100.500000,86.291039,18943000
2013-04-01,101.000000,102.000000,100.500000,101.000000,86.720352,15964000
2013-04-02,100.500000,101.000000,99.800003,100.500000,86.291039,22291000
2013-04-03,101.500000,101.500000,100.000000,100.500000,86.291039,26312000
2013-04-08,100.500000,100.500000,98.500000,98.500000,84.573814,53948000
2013-04-09,98.000000,98.500000,97.500000,97.500000,83.715187,40543000
2013-04-10,98.800003,98.800003,97.699997,98.300003,84.402092,34877000
2013-04-11,99.000000,101.500000,98.800003,101.500000,87.149658,54072000
2013-04-12,101.500000,101.500000,100.000000,100.500000,86.291039,18954000
2013-04-15,100.500000,101.000000,99.099998,99.400002,85.346573,23233000
2013-04-16,98.199997,101.000000,98.199997,100.500000,86.291039,33395000
2013-04-17,101.500000,101.500000,99.699997,100.000000,85.861732,35304000
2013-04-18,100.000000,101.000000,99.400002,99.900002,85.775879,32242000
2013-04-19,105.500000,106.500000,105.500000,106.500000,91.442749,66723000
2013-04-22,108.500000,109.500000,107.500000,108.500000,93.159981,72170000
2013-04-23,106.500000,107.500000,105.500000,106.000000,91.013443,45835000
2013-04-24,106.500000,107.000000,104.500000,106.000000,91.013443,35383000
2013-04-25,106.000000,107.000000,105.500000,107.000000,91.872055,26145000
2013-04-26,107.000000,109.000000,107.000000,108.500000,93.159981,36420000
2013-04-29,108.500000,108.500000,107.500000,108.000000,92.730675,21008000
2013-04-30,108.500000,109.500000,108.500000,109.500000,94.018608,34314000
2013-05-02,109.500000,111.000000,109.000000,110.500000,94.877220,37313000
2013-05-03,111.500000,112.500000,110.000000,110.000000,94.447906,36502000
2013-05-06,111.500000,111.500000,110.500000,111.500000,95.735847,19268000
2013-05-07,112.000000,113.000000,111.000000,112.500000,96.594452,19273000
2013-05-08,112.500000,115.000000,112.500000,114.500000,98.311684,40914000
2013-05-09,116.000000,116.000000,114.500000,115.000000,98.740990,27151000
2013-05-10,115.000000,115.000000,113.500000,114.500000,98.311684,27413000
2013-05-13,115.000000,115.500000,114.000000,114.500000,98.311684,18197000
2013-05-14,115.500000,116.500000,115.000000,115.500000,99.170311,27714000
